CountyCode,"Crude rates per 10,000",Lower 95% Limit,Upper 95% Limit,Patient_count,Year,Age group
6103,73.8,58.7,91.7,82,2016,ages (5-17)
6105,0,0,0,0,2016,ages (5-17)
6107,57,52.5,61.7,605,2016,ages (5-17)
6109,55.8,39.1,77.3,36,2016,ages (5-17)
6111,51.7,48.1,55.5,764,2016,ages (5-17)
6113,52.3,45.1,60.4,188,2016,ages (5-17)
6115,37.3,28.3,48.2,58,2016,ages (5-17)
6000,43.1,42.7,43.5,"41,111",2016,ages (18-34)
6001,48.8,46.7,51,"2,008",2016,ages (18-34)
6003,0,0,0,0,2016,ages (18-34)
6005,44.3,29.9,63.2,30,2016,ages (18-34)
6007,42.3,37.4,47.7,269,2016,ages (18-34)
6009,68.1,51.2,88.9,54,2016,ages (18-34)
6011,0,0,0,0,2016,ages (18-34)
6013,58.9,55.9,62.1,"1,393",2016,ages (18-34)
6015,85.8,63.9,112.8,51,2016,ages (18-34)
6017,42.7,36.2,50,154,2016,ages (18-34)
6019,45.9,43.3,48.6,"1,185",2016,ages (18-34)
6021,28.2,17,44.1,19,2016,ages (18-34)
6023,77.6,68.5,87.5,265,2016,ages (18-34)
6025,54,47.5,61.1,252,2016,ages (18-34)
6027,46.5,26.6,75.5,16,2016,ages (18-34)
6029,55.3,52.3,58.4,"1,295",2016,ages (18-34)
6031,57.2,50.2,64.9,240,2016,ages (18-34)
6033,92.6,76.7,110.8,119,2016,ages (18-34)
6035,57,41.5,76.2,45,2016,ages (18-34)
6037,46.7,45.9,47.6,"11,826",2016,ages (18-34)
6039,35.5,29.9,42,138,2016,ages (18-34)
6041,22.8,18.4,27.9,93,2016,ages (18-34)
6043,0,0,0,0,2016,ages (18-34)
6045,87.7,74.5,102.5,158,2016,ages (18-34)
6047,72,66,78.5,518,2016,ages (18-34)
6049,96.9,56.5,155.2,17,2016,ages (18-34)
6051,38.5,19.9,67.2,12,2016,ages (18-34)
6053,48.6,44.6,53,533,2016,ages (18-34)
6055,32,26.1,38.8,102,2016,ages (18-34)
6057,47,37.6,58.1,86,2016,ages (18-34)
6059,24.7,23.6,25.8,"1,822",2016,ages (18-34)
6061,33.8,29.8,38.2,258,2016,ages (18-34)
6063,71.1,46,104.9,25,2016,ages (18-34)
6065,40.9,39.2,42.6,"2,325",2016,ages (18-34)
6067,66.6,64,69.3,"2,445",2016,ages (18-34)
6069,39.4,29.6,51.4,54,2016,ages (18-34)
6071,52.9,50.9,54.8,"2,877",2016,ages (18-34)
6073,28.1,27,29.3,"2,322",2016,ages (18-34)
6075,27.6,25.5,29.8,649,2016,ages (18-34)
6077,61.6,58.1,65.4,"1,107",2016,ages (18-34)
6079,33.7,29.6,38.2,242,2016,ages (18-34)
6081,34.3,31.5,37.4,532,2016,ages (18-34)
6083,32.5,29.4,35.8,409,2016,ages (18-34)
6085,28.6,27,30.2,"1,246",2016,ages (18-34)
6087,24.7,21.2,28.6,178,2016,ages (18-34)
6089,53,45.9,60.8,203,2016,ages (18-34)
6091,0,0,0,0,2016,ages (18-34)
6093,49.8,35.9,67.3,42,2016,ages (18-34)
6095,91.1,85.3,97.2,914,2016,ages (18-34)
6097,34.9,31.4,38.5,380,2016,ages (18-34)
6099,51.3,47.6,55.2,699,2016,ages (18-34)
6101,34.9,27.7,43.4,81,2016,ages (18-34)
6103,64.5,51.8,79.3,89,2016,ages (18-34)
6105,55.6,29.6,95,13,2016,ages (18-34)
6107,36,32.6,39.7,412,2016,ages (18-34)
6109,65,50.8,82,71,2016,ages (18-34)
6111,27.9,25.6,30.4,548,2016,ages (18-34)
6113,27.2,23.6,31.3,195,2016,ages (18-34)
6115,40,31.4,50.2,74,2016,ages (18-34)
6000,34.4,34.1,34.7,"52,189",2016,ages (35-64)
6001,43.6,42,45.2,"2,873",2016,ages (35-64)
6003,0,0,0,0,2016,ages (35-64)
6005,54.7,43.5,67.9,82,2016,ages (35-64)
6007,29.8,26,34,225,2016,ages (35-64)
6009,33.2,25.2,43.1,57,2016,ages (35-64)
6011,32.7,21.4,47.9,26,2016,ages (35-64)
6013,42.6,40.7,44.5,"1,988",2016,ages (35-64)
6015,40,28.9,54.1,42,2016,ages (35-64)
6017,28.4,24.7,32.4,213,2016,ages (35-64)
6019,40.5,38.4,42.8,"1,359",2016,ages (35-64)
6021,34.7,24.3,48,36,2016,ages (35-64)
6023,67.8,60.9,75.3,349,2016,ages (35-64)
6025,36.8,32.2,41.8,233,2016,ages (35-64)
6027,40.6,27.2,58.4,29,2016,ages (35-64)
6029,41.5,39.2,43.8,"1,268",2016,ages (35-64)
6031,49.8,43.6,56.5,234,2016,ages (35-64)
6033,86.4,75.2,98.8,214,2016,ages (35-64)
6035,26,17.9,36.6,33,2016,ages (35-64)
6037,37.1,36.5,37.7,"15,008",2016,ages (35-64)
6039,32.8,28.1,38,174,2016,ages (35-64)
6041,19.1,16.6,21.8,217,2016,ages (35-64)
6043,28.3,17.3,43.7,20,2016,ages (35-64)
6045,37.8,31.6,45,128,2016,ages (35-64)
6047,62,57,67.3,567,2016,ages (35-64)
6049,59.1,36.6,90.3,21,2016,ages (35-64)
6051,0,0,0,0,2016,ages (35-64)
6053,34,31.2,36.9,544,2016,ages (35-64)
6055,22,18.3,26.3,121,2016,ages (35-64)
6057,24.7,20,30.2,95,2016,ages (35-64)
6059,19.5,18.8,20.3,"2,472",2016,ages (35-64)
6061,21.3,19,23.8,317,2016,ages (35-64)
6063,50,35.2,68.9,37,2016,ages (35-64)
6065,32,30.8,33.2,"2,748",2016,ages (35-64)
6067,55,53.2,57,"3,181",2016,ages (35-64)
6069,32.1,25.1,40.4,72,2016,ages (35-64)
6071,40.8,39.4,42.2,"3,217",2016,ages (35-64)
6073,23.8,23,24.7,"2,955",2016,ages (35-64)
6075,29.9,28.1,31.7,"1,114",2016,ages (35-64)
6077,49.4,46.8,52.1,"1,334",2016,ages (35-64)
6079,30.8,27.5,34.4,315,2016,ages (35-64)
6081,23.1,21.5,24.8,757,2016,ages (35-64)
6083,25,22.6,27.6,392,2016,ages (35-64)
6085,26.6,25.5,27.8,"2,104",2016,ages (35-64)
6087,27.4,24.3,30.7,287,2016,ages (35-64)
6089,34.6,30.3,39.3,231,2016,ages (35-64)
6091,0,0,0,0,2016,ages (35-64)
6093,26.1,18.9,35.2,43,2016,ages (35-64)
6095,66.1,62.2,70.1,"1,114",2016,ages (35-64)
6097,29.9,27.6,32.4,606,2016,ages (35-64)
6099,43.1,40.2,46.1,843,2016,ages (35-64)
6101,27,21.8,32.9,96,2016,ages (35-64)
6103,48.2,39.7,58.1,111,2016,ages (35-64)
6105,50.7,33.4,73.8,27,2016,ages (35-64)
6107,32.6,29.9,35.6,513,2016,ages (35-64)
6109,32.9,25.6,41.7,68,2016,ages (35-64)
6111,21.7,20.2,23.4,726,2016,ages (35-64)
6113,33,29,37.6,235,2016,ages (35-64)
6115,38.5,31.4,46.6,104,2016,ages (35-64)
6000,21.4,21,21.8,"11,691",2016,Above 65
6001,34.4,32,37,764,2016,Above 65
6003,0,0,0,0,2016,Above 65
6005,18.4,10.9,29.1,18,2016,Above 65
6007,11.9,8.8,15.7,48,2016,Above 65
6009,16.2,9.9,25,20,2016,Above 65
6011,0,0,0,0,2016,Above 65
6013,25.4,23.1,27.9,445,2016,Above 65
6015,0,0,0,0,2016,Above 65
6017,11.6,8.3,15.6,42,2016,Above 65
6019,27.7,24.7,30.9,320,2016,Above 65
6021,0,0,0,0,2016,Above 65
6023,17.6,12.5,23.9,40,2016,Above 65
6025,37,29.5,45.8,84,2016,Above 65
6027,0,0,0,0,2016,Above 65
6029,21.7,18.8,24.9,204,2016,Above 65
6031,27.3,19.6,37.1,41,2016,Above 65
6033,32.9,24.1,43.9,46,2016,Above 65
6035,0,0,0,0,2016,Above 65
6037,24.4,23.6,25.3,"3,306",2016,Above 65
6039,22.9,16.9,30.3,49,2016,Above 65
6041,11.9,9.2,15.1,67,2016,Above 65
6043,28.6,15.7,48.1,14,2016,Above 65
6045,19.4,13.5,27,35,2016,Above 65
6047,29.6,23.7,36.5,87,2016,Above 65
6049,0,0,0,0,2016,Above 65
6051,0,0,0,0,2016,Above 65
6053,21,17.4,25.1,120,2016,Above 65
6055,26.6,20.6,33.7,68,2016,Above 65
6057,10.2,6.7,15,26,2016,Above 65
6059,15.6,14.4,16.8,702,2016,Above 65
6061,14.4,11.8,17.5,105,2016,Above 65
6063,27.8,15.5,45.8,15,2016,Above 65
6065,16.9,15.5,18.3,563,2016,Above 65
6067,24.5,22.4,26.8,491,2016,Above 65
6069,28.7,17.8,43.9,21,2016,Above 65
6071,23.2,21.3,25.2,547,2016,Above 65
6073,15.3,14.2,16.5,697,2016,Above 65
6075,21.4,19,23.9,296,2016,Above 65
6077,23.6,20.5,27,212,2016,Above 65
6079,18,14.7,21.9,99,2016,Above 65
6081,25,22.3,27.9,309,2016,Above 65
6083,23.7,20.1,27.8,153,2016,Above 65
6085,19.3,17.6,21,502,2016,Above 65
6087,15.8,12.2,20.1,65,2016,Above 65
6089,10.2,7.1,14.1,36,2016,Above 65
6091,0,0,0,0,2016,Above 65
6093,12.9,7.1,21.7,14,2016,Above 65
6095,36.8,32.2,41.7,238,2016,Above 65
6097,17.2,14.7,20.1,161,2016,Above 65
6099,22.8,19.3,26.7,155,2016,Above 65
6101,14.8,9.1,22.6,21,2016,Above 65
6103,19.4,12.3,29.2,23,2016,Above 65
6105,0,0,0,0,2016,Above 65
6107,18.1,14.7,22.2,95,2016,Above 65
6109,23.6,16.3,33.2,33,2016,Above 65
6111,14.3,12.3,16.6,178,2016,Above 65
6113,20.2,15.1,26.4,52,2016,Above 65
6115,25.2,16,37.9,23,2016,Above 65
6000,91.4,90.2,92.6,"22,671",2017,ages (0-4)
6001,117.6,110.9,124.6,"1,147",2017,ages (0-4)
6003,0,0,0,0,2017,ages (0-4)
6005,0,0,0,0,2017,ages (0-4)
6007,59.8,46.9,75.2,73,2017,ages (0-4)
6009,84.9,47.5,140,15,2017,ages (0-4)
6011,103.3,59,167.7,16,2017,ages (0-4)
6013,111.8,103.8,120.4,709,2017,ages (0-4)
6015,102,58.3,165.6,16,2017,ages (0-4)
6017,48.6,34.4,66.7,38,2017,ages (0-4)
6019,218.6,208.3,229.3,"1,699",2017,ages (0-4)
6021,0,0,0,0,2017,ages (0-4)
6023,70,52.4,91.5,53,2017,ages (0-4)
6025,88.2,74.4,103.9,144,2017,ages (0-4)
6027,107.7,55.7,188.2,12,2017,ages (0-4)
6029,100.4,93.1,108.1,701,2017,ages (0-4)
6031,142.5,121.7,165.8,167,2017,ages (0-4)
6033,77.9,52.2,111.9,29,2017,ages (0-4)
6035,0,0,0,0,2017,ages (0-4)
6037,96.9,94.5,99.4,"6,090",2017,ages (0-4)
6039,193.3,168.5,220.6,219,2017,ages (0-4)
6041,41.7,30.8,55.1,49,2017,ages (0-4)
6043,0,0,0,0,2017,ages (0-4)
6045,125.2,96.4,159.9,64,2017,ages (0-4)
6047,146.4,130.4,163.8,304,2017,ages (0-4)
6049,0,0,0,0,2017,ages (0-4)
6051,0,0,0,0,2017,ages (0-4)
6053,69.6,60.7,79.5,220,2017,ages (0-4)
6055,63.8,46.7,85.2,46,2017,ages (0-4)
6057,58.6,37.5,87.2,24,2017,ages (0-4)
6059,69.7,66,73.5,"1,323",2017,ages (0-4)
6061,67.3,56.1,80.2,125,2017,ages (0-4)
6063,0,0,0,0,2017,ages (0-4)
6065,74.9,70.6,79.3,"1,152",2017,ages (0-4)
6067,100.9,94.7,107.4,988,2017,ages (0-4)
6069,78.7,52.7,113,29,2017,ages (0-4)
6071,87.7,83.1,92.6,"1,340",2017,ages (0-4)
6073,77.7,74.1,81.5,"1,724",2017,ages (0-4)
6075,118.8,108.8,129.5,521,2017,ages (0-4)
6077,104.3,95.6,113.5,535,2017,ages (0-4)
6079,72.2,58.4,88.3,95,2017,ages (0-4)
6081,63.7,56.4,71.6,280,2017,ages (0-4)
6083,61.7,52.9,71.5,175,2017,ages (0-4)
6085,48.7,44.8,52.8,586,2017,ages (0-4)
6087,76.1,63,91.2,117,2017,ages (0-4)
6089,71.8,56.2,90.4,72,2017,ages (0-4)
6091,0,0,0,0,2017,ages (0-4)
6093,57.6,30.7,98.6,13,2017,ages (0-4)
6095,128.1,114.7,142.5,335,2017,ages (0-4)
6097,73.2,63,84.5,185,2017,ages (0-4)
6099,83.9,75,93.6,322,2017,ages (0-4)
6101,48.5,33.2,68.5,32,2017,ages (0-4)
6103,62.4,41.1,90.8,27,2017,ages (0-4)
6105,0,0,0,0,2017,ages (0-4)
6107,105.5,95.3,116.4,397,2017,ages (0-4)
6109,58,30.9,99.2,13,2017,ages (0-4)
6111,58.4,51.9,65.4,298,2017,ages (0-4)
6113,60.6,47.8,75.9,76,2017,ages (0-4)
6115,44.1,28.8,64.6,26,2017,ages (0-4)
6000,68.3,67.7,69,"45,957",2017,ages (5-17)
6001,81.2,77.7,84.8,"2,025",2017,ages (5-17)
6003,0,0,0,0,2017,ages (5-17)
6005,67.2,44.6,97.1,28,2017,ages (5-17)
6007,45.7,38.8,53.5,153,2017,ages (5-17)
6009,63.8,44.5,88.8,35,2017,ages (5-17)
6011,45.9,28.4,70.2,21,2017,ages (5-17)
6013,79.5,75.5,83.7,"1,493",2017,ages (5-17)
6015,84.9,59.4,117.5,36,2017,ages (5-17)
6017,44.1,36.7,52.5,125,2017,ages (5-17)
6019,131.3,126.4,136.4,"2,666",2017,ages (5-17)
6021,32.5,19.3,51.4,18,2017,ages (5-17)
6023,59,49,70.6,120,2017,ages (5-17)
6025,141.9,130.3,154.3,546,2017,ages (5-17)
6027,72.6,44.4,112.2,20,2017,ages (5-17)
6029,81.6,77.5,85.8,"1,513",2017,ages (5-17)
6031,99.2,89,110.4,338,2017,ages (5-17)
6033,84.2,67.1,104.4,83,2017,ages (5-17)
6035,71.2,46.9,103.6,27,2017,ages (5-17)
6037,77.5,76.2,78.9,"12,929",2017,ages (5-17)
6039,110.3,99,122.7,342,2017,ages (5-17)
6041,28.2,23.3,33.9,115,2017,ages (5-17)
6043,0,0,0,0,2017,ages (5-17)
6045,90.7,75.6,107.9,127,2017,ages (5-17)
6047,99.4,91.5,107.8,588,2017,ages (5-17)
6049,129.6,76.8,204.8,18,2017,ages (5-17)
6051,0,0,0,0,2017,ages (5-17)
6053,63.3,58,68.9,525,2017,ages (5-17)
6055,47.2,38.6,57.1,105,2017,ages (5-17)
6057,46.2,34.9,60,56,2017,ages (5-17)
6059,46.7,44.9,48.6,"2,496",2017,ages (5-17)
6061,42.1,37,47.7,246,2017,ages (5-17)
6063,75.3,44.6,119.1,18,2017,ages (5-17)
6065,62.3,60,64.6,"2,772",2017,ages (5-17)
6067,82.1,78.7,85.6,"2,171",2017,ages (5-17)
6069,100.4,82.4,121.3,108,2017,ages (5-17)
6071,74.1,71.6,76.8,"3,165",2017,ages (5-17)
6073,45.3,43.5,47.1,"2,563",2017,ages (5-17)
6075,62.8,57.5,68.4,526,2017,ages (5-17)
6077,77.4,73,82,"1,152",2017,ages (5-17)
6079,47.5,40.7,55,175,2017,ages (5-17)
6081,39.6,36.1,43.4,470,2017,ages (5-17)
6083,55,49.8,60.7,398,2017,ages (5-17)
6085,38.1,36,40.3,"1,237",2017,ages (5-17)
6087,40.1,34.3,46.5,172,2017,ages (5-17)
6089,56.6,48.1,66.2,156,2017,ages (5-17)
6091,0,0,0,0,2017,ages (5-17)
6093,50.4,34.5,71.1,32,2017,ages (5-17)
6095,115.8,108.2,123.8,863,2017,ages (5-17)
6097,51.6,46.5,57.1,376,2017,ages (5-17)
6099,74.1,69.1,79.5,795,2017,ages (5-17)
6101,46.5,37.2,57.4,86,2017,ages (5-17)
6103,100.9,83.1,121.4,112,2017,ages (5-17)
6105,0,0,0,0,2017,ages (5-17)
6107,61.3,56.7,66.2,655,2017,ages (5-17)
6109,76.5,56.6,101.1,49,2017,ages (5-17)
6111,53,49.4,56.9,778,2017,ages (5-17)
6113,59.3,51.6,67.7,217,2017,ages (5-17)
6115,60.9,49.3,74.4,95,2017,ages (5-17)
6000,45.4,44.9,45.8,"43,278",2017,ages (18-34)
6001,46.3,44.2,48.4,"1,909",2017,ages (18-34)
6003,0,0,0,0,2017,ages (18-34)
6005,61.3,44.2,82.9,42,2017,ages (18-34)
6007,52.1,46.7,58,335,2017,ages (18-34)
6009,75.5,57.8,97,61,2017,ages (18-34)
6011,22.8,11.8,39.9,12,2017,ages (18-34)
6013,67.8,64.5,71.2,"1,615",2017,ages (18-34)
6015,88.2,66.1,115.4,53,2017,ages (18-34)
6017,56.7,49.3,64.9,210,2017,ages (18-34)
6019,56.2,53.4,59.1,"1,461",2017,ages (18-34)
6021,47,32.1,66.3,32,2017,ages (18-34)
6023,94.6,84.5,105.5,320,2017,ages (18-34)
6025,57.9,51.2,65.1,274,2017,ages (18-34)
6027,55.8,33.6,87.2,19,2017,ages (18-34)
6029,53.3,50.4,56.4,"1,263",2017,ages (18-34)
6031,62.3,55,70.3,263,2017,ages (18-34)
6033,86.8,71.5,104.5,112,2017,ages (18-34)
6035,58.9,43.2,78.2,47,2017,ages (18-34)
6037,47.4,46.5,48.3,"11,908",2017,ages (18-34)
6039,36,30.3,42.4,142,2017,ages (18-34)
6041,26.6,21.8,32,109,2017,ages (18-34)
6043,52.7,30.7,84.4,17,2017,ages (18-34)
6045,84,71.1,98.5,151,2017,ages (18-34)
6047,68.1,62.2,74.3,496,2017,ages (18-34)
6049,118.2,73.2,180.7,21,2017,ages (18-34)
6051,54,30.9,87.7,16,2017,ages (18-34)
6053,45.8,41.9,50,502,2017,ages (18-34)
6055,33.9,27.8,40.9,109,2017,ages (18-34)
6057,45.1,36,55.9,84,2017,ages (18-34)
6059,25.9,24.7,27.1,"1,904",2017,ages (18-34)
6061,38,33.8,42.6,296,2017,ages (18-34)
6063,90.9,62.2,128.3,32,2017,ages (18-34)
6065,43.1,41.4,44.8,"2,489",2017,ages (18-34)
6067,78.4,75.5,81.3,"2,891",2017,ages (18-34)
6069,52.5,41.1,66,73,2017,ages (18-34)
6071,51.9,50,53.9,"2,846",2017,ages (18-34)
6073,27.1,26,28.3,"2,217",2017,ages (18-34)
6075,28.5,26.3,30.8,647,2017,ages (18-34)
6077,74,70.1,78,"1,350",2017,ages (18-34)
6079,25.8,22.2,29.8,185,2017,ages (18-34)
6081,33.6,30.8,36.6,517,2017,ages (18-34)
6083,29.7,26.8,32.9,375,2017,ages (18-34)
6085,32.2,30.6,34,"1,399",2017,ages (18-34)
6087,24.6,21.1,28.4,177,2017,ages (18-34)
6089,60.6,53.1,68.9,233,2017,ages (18-34)
6091,0,0,0,0,2017,ages (18-34)
6093,44.5,31.5,61,38,2017,ages (18-34)
6095,102,95.8,108.3,"1,036",2017,ages (18-34)
6097,43.3,39.5,47.4,469,2017,ages (18-34)
6099,58,54,62.1,802,2017,ages (18-34)
6101,31.9,25.1,40,75,2017,ages (18-34)
6103,64.3,51.7,79,90,2017,ages (18-34)
6105,0,0,0,0,2017,ages (18-34)
6107,39.4,35.9,43.2,455,2017,ages (18-34)
6109,67,52.5,84.3,73,2017,ages (18-34)
6111,34.4,31.9,37.1,676,2017,ages (18-34)
6113,34.4,30.3,39,249,2017,ages (18-34)
6115,49.7,40.1,60.8,93,2017,ages (18-34)
6000,35.6,35.3,35.9,"54,333",2017,ages (35-64)
6001,45.2,43.6,46.8,"3,002",2017,ages (35-64)
6003,0,0,0,0,2017,ages (35-64)
6005,48.1,37.5,60.6,71,2017,ages (35-64)
6007,40.4,35.9,45.2,302,2017,ages (35-64)
6009,33.4,25.2,43.4,56,2017,ages (35-64)
6011,0,0,0,0,2017,ages (35-64)
6013,48.8,46.9,50.9,"2,299",2017,ages (35-64)
6015,38.7,27.6,52.7,40,2017,ages (35-64)
6017,29.2,25.5,33.4,216,2017,ages (35-64)
6019,46.5,44.3,48.9,"1,577",2017,ages (35-64)
6021,52.2,39.2,68.1,54,2017,ages (35-64)
6023,60.5,54,67.6,311,2017,ages (35-64)
6025,37.6,33,42.6,239,2017,ages (35-64)
6027,68.5,50.7,90.6,49,2017,ages (35-64)
6029,37.3,35.2,39.5,"1,149",2017,ages (35-64)
6031,56.2,49.6,63.4,264,2017,ages (35-64)
6033,82.5,71.4,94.7,200,2017,ages (35-64)
6035,33.1,23.7,44.9,41,2017,ages (35-64)
6037,36.9,36.3,37.5,"15,016",2017,ages (35-64)
6039,40.9,35.6,46.6,218,2017,ages (35-64)
6041,17.3,14.9,19.9,194,2017,ages (35-64)
6043,44.5,30.2,63.2,31,2017,ages (35-64)
6045,55.2,47.5,63.8,185,2017,ages (35-64)
6047,62,57,67.2,574,2017,ages (35-64)
6049,89.5,60.8,127,31,2017,ages (35-64)
6051,22.8,12.4,38.2,14,2017,ages (35-64)
6053,33,30.2,35.9,533,2017,ages (35-64)
6055,36.4,31.6,41.9,200,2017,ages (35-64)
6057,29.2,24,35.2,110,2017,ages (35-64)
6059,20.2,19.4,21,"2,575",2017,ages (35-64)
6061,25.2,22.7,27.9,379,2017,ages (35-64)
6063,23.8,13.9,38.1,17,2017,ages (35-64)
6065,34,32.8,35.3,"2,963",2017,ages (35-64)
6067,58.7,56.7,60.7,"3,429",2017,ages (35-64)
6069,45.3,37,55,102,2017,ages (35-64)
6071,40.5,39.1,41.9,"3,217",2017,ages (35-64)
6073,23.9,23,24.8,"2,984",2017,ages (35-64)
6075,32.3,30.5,34.2,"1,232",2017,ages (35-64)
6077,56.2,53.4,59.1,"1,538",2017,ages (35-64)
6079,26.3,23.2,29.6,266,2017,ages (35-64)
6081,23.1,21.4,24.8,761,2017,ages (35-64)
6083,23.8,21.4,26.3,376,2017,ages (35-64)
6085,25.6,24.5,26.7,"2,053",2017,ages (35-64)
6087,24,21.1,27.1,250,2017,ages (35-64)
6089,31.5,27.4,36.1,208,2017,ages (35-64)
6091,0,0,0,0,2017,ages (35-64)
6093,40,30.8,51.1,64,2017,ages (35-64)
6095,77,72.9,81.3,"1,301",2017,ages (35-64)
6097,31.5,29.1,34.1,639,2017,ages (35-64)
6099,49.3,46.2,52.5,972,2017,ages (35-64)
6101,24,19.2,29.6,86,2017,ages (35-64)
6103,43,34.9,52.4,98,2017,ages (35-64)
6105,58,39.1,82.8,30,2017,ages (35-64)
6107,33,30.2,35.9,525,2017,ages (35-64)
6109,36.5,28.7,45.9,74,2017,ages (35-64)
6111,25.1,23.5,26.9,842,2017,ages (35-64)
6113,34.4,30.2,38.9,246,2017,ages (35-64)
6115,43.3,35.8,51.8,118,2017,ages (35-64)
6000,23.3,22.9,23.7,"13,264",2017,Above 65
6001,35.9,33.5,38.4,833,2017,Above 65
6003,0,0,0,0,2017,Above 65
6005,23.9,15.3,35.6,24,2017,Above 65
6007,17.3,13.5,21.7,72,2017,Above 65
6009,23.6,15.9,33.6,30,2017,Above 65
6011,0,0,0,0,2017,Above 65
6013,31.7,29.2,34.4,581,2017,Above 65
6015,0,0,0,0,2017,Above 65
6017,15.8,12,20.3,60,2017,Above 65
6019,30.9,27.9,34.2,372,2017,Above 65
6021,35.1,20.1,57,16,2017,Above 65
6023,18.6,13.5,24.9,44,2017,Above 65
6025,36.8,29.5,45.4,87,2017,Above 65
6027,0,0,0,0,2017,Above 65
6029,21.9,19,25,214,2017,Above 65
6031,25.8,18.4,35.1,40,2017,Above 65
6033,39.5,29.9,51.2,57,2017,Above 65
6035,0,0,0,0,2017,Above 65
6037,24.3,23.5,25.1,"3,422",2017,Above 65
6039,25.7,19.5,33.3,57,2017,Above 65
6041,16.4,13.3,20,96,2017,Above 65
6043,0,0,0,0,2017,Above 65
6045,19.2,13.5,26.6,36,2017,Above 65
6047,33.1,27,40.2,101,2017,Above 65
6049,0,0,0,0,2017,Above 65
6051,0,0,0,0,2017,Above 65
6053,22.4,18.7,26.5,133,2017,Above 65
6055,28.4,22.4,35.7,75,2017,Above 65
6057,12.2,8.3,17.1,32,2017,Above 65
6059,16.5,15.3,17.7,771,2017,Above 65
6061,19.1,16.1,22.5,145,2017,Above 65
6063,0,0,0,0,2017,Above 65
6065,19.6,18.1,21.1,681,2017,Above 65
6067,30,27.7,32.4,626,2017,Above 65
6069,35.2,23.2,51.3,27,2017,Above 65
6071,24.9,23,27,613,2017,Above 65
6073,17.6,16.5,18.9,835,2017,Above 65
6075,21.9,19.5,24.5,314,2017,Above 65
6077,31.4,27.9,35.2,294,2017,Above 65
6079,13.5,10.7,16.9,78,2017,Above 65
6081,24.4,21.8,27.3,314,2017,Above 65
6083,21.4,18.1,25.3,143,2017,Above 65
6085,21.1,19.4,22.9,574,2017,Above 65
6087,12.4,9.3,16.1,54,2017,Above 65
6089,14,10.4,18.5,51,2017,Above 65
6091,0,0,0,0,2017,Above 65
6093,10.7,5.5,18.7,12,2017,Above 65
6095,45.4,40.5,50.7,309,2017,Above 65
6097,27.3,24.1,30.8,268,2017,Above 65
6099,25.3,21.8,29.3,179,2017,Above 65
6101,14.4,8.9,22,21,2017,Above 65
6103,17.4,10.8,26.6,21,2017,Above 65
6105,0,0,0,0,2017,Above 65
6107,18.4,15,22.4,100,2017,Above 65
6109,24.3,16.9,33.8,35,2017,Above 65
6111,17.9,15.7,20.4,232,2017,Above 65
6113,37.7,30.7,45.8,102,2017,Above 65
6115,36.1,25,50.5,34,2017,Above 65
