dom,mth1,mth2,mth3,mth4,mth5,mth6,mth7,mth8,mth9,mth10,mth11,mth12 
1,32.6,13.3,3.2,3.0,8.1,2.4,4.1,6.3,,1.3,2.6,20.7 
2,25.9,10.6,5.0,3.4,9.7,3.3,2.8,5.9,,5.3,2.0,19.5 
3,28.8,10.2,7.2,8.8,8.3,3.8,1.8,3.1,,7.3,3.8,15.2 
4,30.0,9.6,5.8,6.8,6.4,5.8,1.1,1.8,5.3,6.4,6.9,4.6 
5,23.7,4.9,6.1,4.3,6.4,4.3,-0.1,2.3,3.8,4.0,6.7,8.0 
6,19.8,7.5,6.9,2.6,7.7,1.9,1.9,6.9,2.7,4.3,7.4,9.6 
7,19.0,2.0,8.2,1.9,10.1,2.3,3.2,7.6,4.9,7.9,10.5,6.3 
8,19.6,5.0,10.0,2.7,9.6,4.9,1.7,4.2,4.4,8.6,11.3,7.5 
9,13.5,7.8,9.3,2.6,7.3,2.3,0.2,1.3,5.2,8.0,2.9,6.8 
10,12.3,4.7,9.7,3.5,6.7,2.6,1.3,0.8,5.3,4.1,3.9,3.6 
11,16.4,4.8,5.1,2.3,5.8,7.3,0.7,1.0,5.3,6.6,8.5,2.5 
12,10.0,5.3,5.3,3.7,3.5,6.8,1.3,1.3,8.5,7.0,10.0,6.1 
13,14.8,6.3,6.7,5.0,3.7,7.0,1.9,-0.3,6.5,4.8,15.7,6.3 
14,15.3,8.1,4.5,4.2,2.2,13.0,1.5,2.5,2.9,5.1,15.3,7.7 
15,14.8,6.7,3.1,5.9,2.8,9.0,2.9,14.5,3.8,5.7,9.9,11.2 
16,9.8,7.3,3.5,3.8,4.4,8.8,1.7,24.4,2.4,6.4,6.7,18.6 
17,12.3,7.3,1.9,6.7,2.5,9.9,2.6,16.8,4.0,3.5,9.0,18.6 
18,10.2,8.6,4.7,10.9,3.0,7.1,2.5,18.5,4.5,2.0,7.9,6.5 
19,8.5,7.3,5.9,4.9,3.1,5.5,2.7,12.1,5.5,1.7,11.6,6.0 
20,9.5,7.7,5.5,5.4,2.8,5.6,5.5,9.8,7.1,4.2,7.8,8.4 
21,13.7,7.1,5.1,4.7,0.8,7.1,5.2,8.5,9.0,4.4,12.1,0.8 
22,11.9,3.1,3.9,10.8,3.3,5.7,4.5,4.4,8.6,6.7,10.1,1.2 
23,10.3,5.6,3.8,11.7,5.9,7.6,5.0,6.5,6.3,7.4,12.7,6.0 
24,16.0,7.4,5.2,5.6,3.5,7.3,4.0,10.0,3.8,8.0,9.0,8.8 
25,15.2,6.8,5.7,2.2,1.6,5.8,5.3,11.7,5.6,6.4,6.3,6.1 
26,11.5,6.5,2.8,4.1,1.8,3.7,3.7,10.1,3.3,6.3,9.1,4.8 
27,7.7,1.4,4.2,5.8,2.5,1.5,5.8,9.9,6.6,5.4,16.9,7.9 
28,8.4,1.3,4.2,6.3,3.5,0.3,7.3,2.7,6.6,4.0,14.2,6.4 
29,13.7,,6.8,7.0,3.8,1.9,4.0,0.9,6.9,3.3,19.8,11.7 
30,9.3,,7.5,7.0,4.4,4.9,5.5,2.6,3.8,5.8,19.5,17.3 
31,9.8,,3.9,,4.3,,4.9,,,4.9,,11.0
 
 Quality Flag Definition 
0, Valid observation 
1, The data supplier marked the observation as suspect - but it is still valid 
2, The automated qa routine judged the observation questionable and invalid 
3, The automated qa routine judged the observation invalid  
4, The data supplier flagged the observation invalid  
5, The observation was flagged invalid manually  

Data extracted from mrgd database: 
November 18, 2019 at 01:01:15
  
