dom,mth1,mth2,mth3,mth4,mth5,mth6,mth7,mth8,mth9,mth10,mth11,mth12 
1,,,,,,,,,,,2.3,1.5 
2,,,,,,,,,11.9,2.2,, 
3,,,,,,,,13.8,,,, 
4,,2.3,,,,6.2,4.8,,,,, 
5,2.1,,,,2.5,,,,,,, 
6,,,3.9,,,,,,,,, 
7,,,,,,,,,,,3.4,3.4 
8,,,,,,,,,7.8,2.1,, 
9,,,,,,,,16.3,,,, 
10,,0.9,,,,8.3,3.6,,,,, 
11,2.9,,,5.5,2.0,,,,,,, 
12,,,0.2,,,,,,,,, 
13,,,,,,,,,,,2.0,1.1 
14,,,,,,,,,7.4,4.4,, 
15,,,,,,,,10.1,,,, 
16,,2.5,,,,3.2,3.8,,,,, 
17,3.7,,,5.1,4.4,,,,,,, 
18,,,1.8,,,,,,,,, 
19,,,,5.4,,,,,,,2.4,3.8 
20,,,,,,,,,4.3,2.4,, 
21,,,,,,,,5.4,,,, 
22,,1.9,,,,6.5,1.6,,,,, 
23,0.8,,,,4.0,,,,,,, 
24,,,8.8,,,,,,,,, 
25,,,,,,,,,,,3.0,1.8 
26,,,,3.0,,,,,2.5,2.4,, 
27,,,,,,,,7.6,,,, 
28,,1.4,,,,2.2,3.7,,,,, 
29,1.3,,,4.0,2.9,,,,,,, 
30,,,3.1,,,,,,,,, 
31,,,,,,,,,,,,2.4
 
 Quality Flag Definition 
0, Valid observation 
1, The data supplier marked the observation as suspect - but it is still valid 
2, The automated qa routine judged the observation questionable and invalid 
3, The automated qa routine judged the observation invalid  
4, The data supplier flagged the observation invalid  
5, The observation was flagged invalid manually  

Data extracted from mrgd database: 
November 17, 2019 at 18:54:13
  
