dom,mth1,mth2,mth3,mth4,mth5,mth6,mth7,mth8,mth9,mth10,mth11,mth12 
1,14.2,4.3,1.9,,3.6,10.8,13.6,7.7,25.1,0.5,3.7,4.1 
2,10.6,10.6,5.5,3.8,5.1,8.6,10.3,8.7,16.5,3.5,2.5,5.4 
3,13.1,10.6,3.5,3.5,3.8,6.8,12.9,12.0,9.9,4.2,3.3,3.4 
4,3.8,10.4,4.2,0.6,1.4,6.6,9.8,12.5,2.8,4.1,6.7,5.2 
5,0.4,16.8,5.1,2.3,2.4,10.1,25.8,16.0,9.5,4.4,8.4,6.3 
6,6.2,7.7,3.2,1.6,0.4,13.1,25.4,25.0,12.4,5.9,21.7,4.2 
7,9.6,11.3,1.4,4.8,4.0,10.1,14.5,27.0,12.3,5.7,9.4,5.9 
8,23.2,5.8,3.8,9.3,5.7,6.9,13.5,16.0,11.3,3.1,9.5,11.6 
9,29.5,2.4,5.4,9.9,,8.8,7.9,18.7,5.5,5.8,7.3,6.4 
10,12.2,3.8,3.2,7.1,,3.8,8.1,13.0,7.8,8.6,2.8,14.1 
11,14.4,3.8,0.7,7.7,,9.8,5.7,9.3,13.3,7.0,4.9,7.4 
12,8.4,7.9,0.6,19.2,,10.2,6.5,7.1,14.1,2.1,11.2,2.3 
13,3.0,9.2,4.0,3.3,,3.8,7.9,5.4,7.7,14.8,7.9,8.6 
14,3.5,6.2,5.4,5.3,8.3,3.2,11.3,3.3,8.7,12.5,7.5,11.9 
15,2.2,4.2,4.6,7.7,8.2,8.2,10.7,10.0,8.5,5.5,7.3,5.8 
16,3.4,4.4,5.5,1.7,5.7,8.8,9.3,5.2,,10.7,4.9,5.9 
17,5.6,4.9,1.2,3.6,8.0,1.8,6.0,4.1,8.7,11.0,4.3,4.9 
18,5.9,3.9,1.8,7.3,4.3,3.3,5.2,6.5,3.5,13.8,10.9,6.9 
19,2.4,2.0,3.3,8.1,4.0,6.0,5.5,8.7,,7.8,12.0,6.9 
20,3.6,2.5,10.1,5.0,2.4,8.3,5.9,7.3,14.0,4.0,5.1,10.5 
21,1.6,2.0,5.3,9.2,4.2,6.1,6.9,7.0,8.1,2.3,4.5,8.7 
22,8.6,6.4,3.7,-0.2,4.7,8.9,4.9,6.0,28.1,13.2,17.3,4.0 
23,6.3,11.5,8.3,0.6,8.0,11.0,5.0,5.3,,7.3,4.7,4.5 
24,14.1,19.3,11.5,2.4,4.2,6.9,3.4,5.2,,8.4,9.4,4.0 
25,9.0,17.0,8.2,1.6,4.8,5.7,4.5,9.2,2.6,2.3,8.8,3.0 
26,10.0,8.1,3.8,2.1,2.2,3.0,7.5,8.4,1.7,1.4,7.4,3.4 
27,14.7,3.2,3.0,2.0,4.8,2.9,11.5,6.8,4.5,2.3,6.9,12.7 
28,34.9,3.3,3.3,3.0,0.2,4.2,10.7,9.9,7.8,8.8,23.3,12.9 
29,26.2,,2.0,2.1,1.9,3.8,6.9,9.0,8.3,7.8,9.8,12.0 
30,9.1,,1.8,1.8,6.0,4.7,8.2,8.5,6.2,13.0,5.1,4.7 
31,1.1,,1.6,,12.5,,10.2,12.8,,4.1,,
 
 Quality Flag Definition 
0, Valid observation 
1, The data supplier marked the observation as suspect - but it is still valid 
2, The automated qa routine judged the observation questionable and invalid 
3, The automated qa routine judged the observation invalid  
4, The data supplier flagged the observation invalid  
5, The observation was flagged invalid manually  

Data extracted from mrgd database: 
November 17, 2019 at 18:41:56
  
